Enum Value	Module Name	Max String Length	Description	English	Tr_Chinese	Si_Chinese	Thai	Spanish	French	German	Russian	Italian	Arabic   	Portuguese	Turkish	Vietnamese	Indonesian	Malaysian	Hindi	Danish	Czech	Polish	Hungarian	Finnish	Norwegian	Slovak	Dutch	Swedish	Croatian	Romanian	Slovenian	Greek	Hebrew	Bulgarian	Marathi	Persian	Urdu	Tamil	Bengali	Punjabi	Telugu	Ukrainian
STR_BT_SEND	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_BONDING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_ENTER_PASSCODE	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PAIR_REQ	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PAIR_FAILED	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PAIR_SUCCEED	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_START_PAIRING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_CONNECT	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_CONNECT_AND_SET_AS_DEFAULT_HF	BT_MMI	10	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_BT_ACCEPT_CONNECT_FROM	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_CONNECTING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DISCONNECT	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DISCONNECTING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_REFRESH	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_REFRESH_SERVICE_LIST	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_REFRESHING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DELETE	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DELETING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DELETED	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_REMOTE_CONTROL	BT_MMI	10	No Translation					V	V	V		V		V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_REMOTE_CTRL_LAST_DEV	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_REMOTE_CTRL_NO_LAST_DEV_INFO	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_REMOTE_CTRL_PAIRED_DEV	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_REMOTE_CTRL_DESKTOP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_REMOTE_CTRL_MEDIA_PLAYER	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_REMOTE_CTRL_PRESENTER	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_REMOTE_CTRL_KEYBOARD			Empty
STR_BT_REMOTE_CONTROL_DISCONNECT_CONFIRM	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_UNSUPPORTED_KEY_CMD			Empty
STR_BT_REMOTE_CTRL_CONN_AUTH	Undefined	50	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_BT_MYDEVICE	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_CONN	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_DISCONN	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_CONNECTED_PROF	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_SET_DEFAULT_HS	BT_MMI	10	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_BT_MYDEV_OPT_REN	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_AUTH	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_DEL	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_DEL_ALL	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_SUP_SER	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_MYDEV_OPT_SCH	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_ACT_DEV	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET_VIS	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET_NAME	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET_AUTH	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET_AUDIO_PATH	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET_AUDIO_PATH_PHONE	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET_AUDIO_PATH_HF	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET_FTP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_SET_SIMAP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_ABOUT	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_BD_NAME	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_SERVICE	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_BD_ADDR	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_CONN_ED	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DISCON_ED	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_ESTAB	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_RELEASE	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_AUDIO_SCO_CON	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_AUDIO_SCO_DISCON	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_SPP	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_LAP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_DUN	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_SYNC	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_OPP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_FTP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_FAX	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_CTP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_AUDIO_SOURCE	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_AUDIO_SINK	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_AVRCP_T	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_A2DP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_AVRCP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_ICP	BT_MMI	10	No Translation						V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_PAN_PANU	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_PAN_NAP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_PAN_GN	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_DIRECT_PRINTING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_OBEX_IMAGING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_OBEX_IMAGING_RESPONDER	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_HF	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_HS	BT_MMI	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_BASIC_PRINTING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_HID	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_SAP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_PBAP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_OBEX_BPPS	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROF_UNKNOWN	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_NOT_READY	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_HARDWARE_ERROR	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DEV_BUSY	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_FAILED	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_NOT_SUPPORT	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_NOT_ALLOW	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_NO_SUPPORTED_PROFILE	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PWR_ON_CNF	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DISCONN_ALL_CONN_CNF	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DISCONN_DEV_CONN_CNF	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_TRY_HFP_FIRST	BT_MMI	10	No Translation					V	V	V	V	V		V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_ONE_HEADSET_ALREADY_CONNECTED	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PAIRED_DEV_FULL	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROHIBIT_BY_A2DP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_PROHIBIT_VIS_BY_A2DP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_SWITCH_SPEECH_PATH	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_WAIT_PAIR_RESULT	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_WAIT_INQUIRY_FINISH	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BT_DISABLE_VISIBILITY	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_ENABLE_VISIBILITY	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_OPERATION_NOT_ALLOWED_DIS_HFP_FIRST	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_PROHIBIT_VIS_BY_MAX_ACL	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_TRUNCATE_NAME_FOR_DIFF_CHAR_SET	BT_MMI	40	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_BT_PROHIBIT_BY_SIMAP	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_ACTIVATING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_DEACTIVATING	BT_MMI	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_CANCELLING	BT_MMI	60	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_BT_BPP_PRINT_BY_BT	BT	18	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_BT_PRINTING	BT	18	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_AUTHENTICATING	BT	17	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_NEGOTIATING	BT	11	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_GETTING_CAPABILITY	BT	28	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_PRINT_SETTING	BT	13	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_PAPER	BT	10	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_PAPER_A4	BT	2	No Translation					V	V	V	V	V	V		V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_PAPER_US	BT	6	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_PAPER_4X6	BT	3	No Translation					V	V	V	V	V	V		V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_SIDES	BT	5	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_SIDES_ONE	BT	9	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_SIDES_TWO	BT	9	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_PAGES	BT	15	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_ORIENTATION	BT	11	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_ORIENTATION_PORTRAIT	BT	8	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_ORIENTATION_LANDSCAP	BT	8	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_QUALITY	BT	7	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_QUALITY_HIGH	BT	4	No Translation					V	V	V	V	V	V		V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_QUALITY_NORMAL	BT	6	No Translation					V	V	V	V	V	V		V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_QUALITY_DRAFT	BT	5	No Translation					V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_COPIES	BT	16	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_COPIES_ERROR	BT	33	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_COPIES_EXCEED	BT	24	No Translation					V	V	V	V	V	V		V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_SETTING_COPIES_EXCEED_END	BT	6	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_LAYOUT_PREVIEW	BT	6	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_PRINT	BT	5	No Translation					V	V	V	V	V	V		V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_PRINT_JOB_CREATING	BT	20	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_PRINT_DOCUMENT_COMPOSING	BT	24	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_PRINTING	BT	8	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_BACKGROUND	BT	6	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_FOREGROUND	BT	6	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_TROUBLE	BT	15	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_TROUBLE_NOTICE	BT	20	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_TROUBLE_JAM	BT	17	No Translation					V	V	V	V	V	V		V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_TROUBLE_PAUSED	BT	29	No Translation					V	V	V	V	V	V		V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_TROUBLE_DOOR	BT	26	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_TROUBLE_MARKER	BT	28	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_TROUBLE_MEDIA	BT	26	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_PRINTER_BUSY	BT	29	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_AUTH_FAILED	BT	21	No Translation					V	V	V	V	V	V		V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_CONNECT_FAILED	BT	14	No Translation					V	V	V	V	V	V		V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_GET_ATTR_FAILED	BT	35	No Translation					V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_CREATE_JOB_FAILED	BT	25	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_COMPOSE_FAILED	BT	31	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_READ_FILE_FAILED	BT	16	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_BACKGROUND_PRINTING	BT	19	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_PRINTED	BT	16	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_CANCELED	BT	12	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_DISCONNECTED	BT	12	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_POPUP_FORMAT_WARNING	BT	36	No Translation					V	V	V	V	V	V		V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BT_BPP_CANCEL	BT	9	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_SERVER_BUSY	Undefined	42	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
