Enum Value	Module Name	Max String Length	Description	English	Tr_Chinese	Si_Chinese	Thai	Spanish	French	German	Russian	Italian	Arabic   	Portuguese	Turkish	Vietnamese	Indonesian	Malaysian	Hindi	Danish	Czech	Polish	Hungarian	Finnish	Norwegian	Slovak	Dutch	Swedish	Croatian	Romanian	Slovenian	Greek	Hebrew	Bulgarian	Marathi	Persian	Urdu	Tamil	Bengali	Punjabi	Telugu	Ukrainian
STR_FTP_DISCONN_CLIENT	Undefined	40	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_FTP_QUESTION_MARK	Undefined	9	No Translation				V	V	V	V	V	V																									V	V	V	V	V	V
STR_FTP_NOTY_RECV_FILE_TIL	Undefined	5	No Translation																		V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_FTP_NOTY_RECV_FILE_TIL_SINGLE	Undefined	10	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V		V	V
STR_FTP_NOTY_SHOW_PARTIAL_CONTENT_ONLY	Undefined	28	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_FTP_OPTION_ADD_TO_LIST	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_OPTION_SHOW_LIST	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_OPTION_GET_LIST	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_OPTION_GET_ALL	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_DOWNLOAD_LIST	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_LIST_OPTION_UP	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_LIST_OPTION_DOWN	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_LIST_ARRIVE_MAX	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_LIST_IS_EMPTY	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_LIST_FIRST_FILE	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_LIST_LAST_FILE	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_LIST_FILE_DEL_CONFIRM	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_LIST_ALL_FILE_DEL_CONFIRM	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_NO_FILE_CURR_FOLDER	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_GET_ALL_CONFIRM_HEAD	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_GET_ALL_CONFIRM_TAIL	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_NO_FILE_IN_LIST	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_CLEAR_LIST	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_FILE	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_FILE_ALREADY_IN_LIST	Undefined	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_FILE1	Undefined	20	No Translation					V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_FILE_UNFINISHED	Undefined	20	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_FILE_PREFIX	Undefined	6	No Translation					V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STR_FTP_FILE_1ST	Undefined	6	No Translation					V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_FILE_2ND	Undefined	6	No Translation					V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_FILE_3RD	Undefined	6	No Translation					V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_FILE_TH	Undefined	6	No Translation					V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTPC_NOTIFY_BROWSE_FILES_FAILED	Undefined	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_FTPC_NOTIFY_GOEP_STATUS_BUSY	Undefined	30	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_FTPC_NOTIFY_WORK_FOLDER_NO_EXIST	Undefined	60	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_FTP_DEV_BUSY	Undefined	40	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_FTP_RECV_DISK_FULL	Undefined	9	No Translation												V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_FTP_WRITE_FILE_FAIL	Undefined	17	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPP_RECV_ROOT_DIR_FULL	Undefined	19	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPP_WRITE_FILE_FAIL	Undefined	17	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPP_DEV_BUSY	Undefined	5	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPP_UNKNOWN_FILE_TYPE	Undefined	16	No Translation					V	V	V	V	V	V	V	V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_OPP_NOTY_RECV_FOLDER	Undefined	14	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V		V	V
STR_OPP_NOTY_RECV_MULTI_FILE_TIL	Undefined	8	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V		V	V
STR_OPP_NOTY_CON_BUSY	Undefined	40	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_OPP_NOTY_DISCONNECTING	Undefined	14	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MAIN_MENU_EBOOK_TEXT	EBOOK	13	No Translation							V		V			V		V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
EBOOK_DRIVE_SELECT_TYPE	EBOOK	12	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_PHONE_MEMORY	EBOOK	12	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_CARD_MEMORY	EBOOK	11	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_SELECT_MEMORY	EBOOK	13	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
EBOOK_TITLE_BOOKSHELF	EBOOK	9	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
EBOOK_BKSLF_OPTION	EBOOK	17	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPEN_CARD_DRV	EBOOK	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPEN_PRIVATE_DRV	EBOOK	12	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_REFRESH_EBOOK	EBOOK	17	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPEN_BOOK_OPTION	EBOOK	17	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_RENAME_BOOK_OPTIONS	EBOOK	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPEN_EBOOK	EBOOK	11	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_INFO_EBOOK	EBOOK	9	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_DELETE_EBOOK	EBOOK	13	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_HELP_EBOOK	EBOOK	4	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_EBOOK	EBOOK	26	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_FIND_EBOOK	EBOOK	4	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_FIND_NEXT_EBOOK	EBOOK	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_JUMP_EBOOK	EBOOK	7	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_GOTO_BOOKMARK_EBOOK	EBOOK	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ADD_BOOKMARK_EBOOK	EBOOK	12	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_RMV_BOOKMARK_EBOOK	EBOOK	15	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BOOK_INFO_EBOOK	EBOOK	9	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BOOK_SETTINGS_EBOOK	EBOOK	8	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_CLOSE_EBOOK	EBOOK	5	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SRCH_CASE_EBOOK	EBOOK	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SRCH_CASEIN_EBOOK	EBOOK	16	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_JMP_BEG_EBOOK	EBOOK	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_JMP_MID_EBOOK	EBOOK	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_JMP_END_EBOOK	EBOOK	3	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_JMP_PERCENTAGE_EBOOK	EBOOK	16	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FONT_STYLE	EBOOK	10	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FONT_SIZE	EBOOK	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_SCROLL_BY	EBOOK	9	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL	EBOOK	11	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL_SPEED	EBOOK	17	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FULL_SCREEN	EBOOK	11	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT	EBOOK	15	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FONT_STYLE_BOLD	EBOOK	4	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FONT_STYLE_ITALIC	EBOOK	6	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FONT_STYLE_NORMAL	EBOOK	6	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FONT_SIZE_LARGE	EBOOK	5	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FONT_SIZE_SMALL	EBOOK	5	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_SCROLL_BY_PAGE	EBOOK	4	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_SCROLL_BY_LINE	EBOOK	4	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL_ON	EBOOK	2	No Translation					V	V	V		V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL_OFF	EBOOK	3	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FULL_SCREEN_ON	EBOOK	2	No Translation					V	V	V		V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_FULL_SCREEN_OFF	EBOOK	3	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL_SPEED_1	EBOOK	2	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL_SPEED_2	EBOOK	2	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL_SPEED_3	EBOOK	2	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL_SPEED_4	EBOOK	2	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_AUTO_SCROLL_SPEED_5	EBOOK	2	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_BOOKMARK_ADDED	EBOOK	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_DEFAULT_BOOKMARK	EBOOK	8	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_DELETED	EBOOK	7	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_MAX_BOOK_MARK	EBOOK	33	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_TOUCH_SCREEN_HELP	EBOOK	340	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_DELETE_EBOOK_CONFIRM	EBOOK	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_DELETE_BOOK_MARK	EBOOK	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BOOK_SHELF_REFRESHED	EBOOK	19	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_DUPLICATE_BOOK_MARK	EBOOK	51	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_WRONG_PERCENTAGE_VALUE	EBOOK	45	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_FULL_SCREEN_OFF	EBOOK	15	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_FULL_SCREEN_ON	EBOOK	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_AUTO_SCROLL_ON	EBOOK	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_AUTO_SCROLL_OFF	EBOOK	15	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT_UCS2	EBOOK	26	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT_UTF8	EBOOK	26	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ADD_TO_BOOK_SHELF	EBOOK	44	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ERROR_OPENINIG_BOOK	EBOOK	36	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ADD_TO_EBOOK_FOLDER	EBOOK	63	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_OPEN_BOOK_ERROR	EBOOK	36	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_FORMAT_NOT_SUPPORTED	EBOOK	35	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_SEARCH_UN_SUCESSFULL	EBOOK	25	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_WAIT_STRING	EBOOK	11	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_PERCENTAGE_SCREEN	EBOOK	16	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_DELETE_ALL_EBOOK	EBOOK	18	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_RESTORE_DEFAULT	EBOOK	24	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SUCESSFULL_RESTORE_DEFAULT	EBOOK	25	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_UNSUCESSFULL_RESTORE_DEFAULT	EBOOK	51	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_DELETE_ALL_EBOOK_CONFIRM	EBOOK	19	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_RESTORE_DEFAULT_SETTINGS	EBOOK	25	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_WAIT	EBOOK	20	No Translation							V		V			V		V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_WAIT_FOR_MOVING_FILE	EBOOK	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_CHANGE_CARD_TO_PHONE	EBOOK	52	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_CHANGE_PHONE_TO_CARD	EBOOK	52	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_MEMORY_TYPE_CHANGED	EBOOK	19	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_NO_BOOK_MARK_PRESENT	EBOOK	19	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_CONFIRM_SAVE_SETTINGS	EBOOK	19	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BOOK_MARK_NAME_IS_EMPTY	EBOOK	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_INPUT_METHOD	EBOOK	12	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_DONE	EBOOK	4	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BOOK_TOO_SMALL	EBOOK	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_LIST_LSK_EDIT			Empty
STR_EBOOK_MEMORY_LESS	EBOOK	40	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_INCOMPLETE_SEARCH_STRING	EBOOK	30	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_BOOK_INFO_TITLE	EBOOK	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_BOOK_INFO_SIZE	EBOOK	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_BOOK_INFO_FORMAT	EBOOK	15	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT_GB2312	EBOOK	27	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT_TURKISH_ISO	EBOOK	35	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT_TURKISH_WIN	EBOOK	28	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT_WESTERN_WIN	EBOOK	32	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT_ARABIC_ISO	EBOOK	32	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_SETTINGS_ENCODING_FORMAT_ARABIC_WIN	EBOOK	26	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_USB_IS_PLUGGED_IN			Empty
STR_EBOOK_SEARCH_INVALID	EBOOK	30	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_EBOOK_BPP_PRINT	EBOOK	5	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_EBOOK_DELETE_INQUIRE	EBOOK	14	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_GAME_SETTING_MULTICHANNEL_BACKGROUND_MUSIC	GAME	4	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V																		
STR_ID_GAME_SETTING_MULTICHANNEL_SOUND_EFFECT	GAME	13	No Translation					V	V	V		V			V	V	V			V	V	V	V	V																		
STR_ID_GX_VSMJ_GAME_NAME	GAME	4	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_ID_GX_VSMJ_LEVEL_NORMAL	GAME	6	No Translation																	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_GX_VSMJ_LEVEL_CPUVSCPU	GAME	10	No Translation																	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_GX_VSMJ_HELP_DESCRIPTION	GAME	200	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_ID_GX_VSMJ_LEVEL1	GAME	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_ID_GX_VSMJ_LEVEL2	GAME	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_ID_GX_VSMJ_LEVEL3	GAME	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_ID_GX_VSMJ_CUR_GAME	GAME	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_ID_VOBJ_CANCEL_QUERY	vobject	10	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STR_ID_VOBJ_FORWARD_TO_BT	vobject	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
